Entity,Year,Agriculture,Real Estate,Accomodation,Transportation,Scientific Activities,Manufacturing and construction,Other
Luxembourg,2011,630000,0,1360000,7090000,2400000,1540000,90000
Luxembourg,2012,620000,0,1480000,6770000,2350000,1500000,80000
Luxembourg,2013,630000,0,1500000,6630000,1990000,1450000,80000
Luxembourg,2014,640000,0,1350000,6330000,2030000,1430000,80000
Luxembourg,2015,650000,0,1560000,5890000,1960000,1370000,80000
Luxembourg,2016,660000,0,1620000,5710000,1910000,1390000,70000
Luxembourg,2017,670000,0,1670000,5820000,2090000,1400000,80000
Luxembourg,2018,640000,0,1610000,6220000,2190000,1420000,80000
Luxembourg,2019,640000,0,1610000,6360000,2150000,1460000,80000
Luxembourg,2020,630000,0,1580000,4790000,1990000,1380000,80000
Luxembourg,2021,630000,0,1640000,5120000,2230000,1340000,80000
Madagascar,2008,22910000,21240000,1200000,910000,610000,670000,680000
Madagascar,2009,23680000,21680000,1210000,860000,520000,690000,700000
Madagascar,2010,23570000,22240000,1240000,910000,650000,770000,720000
Madagascar,2011,23110000,10350000,1270000,1010000,830000,850000,740000
Madagascar,2012,23730000,9610000,1270000,1039999.94,1170000,1150000,760000
Madagascar,2013,22350000,10020000,1250000,1090000,1260000,1270000,790000
Madagascar,2014,23220000,9470000,1270000,1160000,1259999.99,1330000,810000
Madagascar,2015,22980000,10220000,1290000,1200000,1469999.99,1430000,830000
Madagascar,2016,24540000,9900000,1660000,1240000,1440000,1420000,860000
Madagascar,2017,23510000,9950000,1740000,1260000,1660000,1520000,880000
Madagascar,2018,22290000,9720000,1770000,1320000,1540000,1530000,910000
Madagascar,2019,23150000,9630000,1740000,1420000,1959999.98,1760000,940000
Madagascar,2020,23480000,9680000,1760000,1220000,1530000,1500000,960000
Madagascar,2021,22750000,9670000,1810000,1450000,2000000,1820000,990000
Malawi,2008,3840000,8460000,50000,650000,440000,410000,320000
Malawi,2009,3850000,8189999.5,40000,680000,440000,450000,330000
Malawi,2010,4450000,8800000,40000,610000,450000,510000,340000
Malawi,2011,4580000,8460000,30000,630000,470000,610000,350000
Malawi,2012,4760000,8740000,20000,660000,460000,659999.99,360000
Malawi,2013,4990000,8460000,10000,700000,470000,770000,380000
Malawi,2014,5510000,8550000,10000,560000,450000,880000,390000
Malawi,2015,5810000,8530000,10000,640000,449999.99,900000,400000
Malawi,2016,5830000,8740000,10000,780000,450000,960000,410000
Malawi,2017,6260000,8300000,10000,930000,320000,1050000,430000
Malawi,2018,7410000,8410000,10000,1050000,680000,1130000,440000
Malawi,2019,8490000,8260000,10000,1220000,420000,1210000,450000
Malawi,2020,9820000,8350000.5,10000,1400000,349999.98,1400000,460000
Malawi,2021,9930000,8200000,10000,1420000,329999.98,1619999.98,480000
Malaysia,2008,12290000,99340000,5460000,44820000,121370000,56820000,15880000
Malaysia,2009,10980000,116860000,5010000,43930000,114630000,43270000,16549999
Malaysia,2010,12290000,108920000,5620000,45350000,131490000,43810000,17040000
Malaysia,2011,12420000,0,5130000,45810000,135230000,43050000,17500000
Malaysia,2012,12560000,0,4420000,45630000,135720001,47300000,17920000
Malaysia,2013,11640000,0,4550000,59850000,144740000,45579999,18650000
Malaysia,2014,11720000,0,4190000,66980004,151570000,46220000,19250000
Malaysia,2015,11640000,0,3990000,62990000,156730000,46140000,19600000
Malaysia,2016,11550000,72500000,4200000,64730004,148070000,48000000,19940000
Malaysia,2017,11200000,63220000,5390000,62370000,140650000,51050000,20280000
Malaysia,2018,10520000,69550000,3390000,62620000,155240000,54960000,20620000
Malaysia,2019,9770000,71900000,3370000,66720000,154950000,55250000,20960000
Malaysia,2020,10000000,65750000,4139999.8,51770000,160879999,55009998,21310000
Malaysia,2021,10840000,66420000,3970000,50570000,158200000,59040000,21640000
Mali,2008,24800000,0,550000,1180000,990000,310000,440000
Mali,2009,24530000,0,710000,1430000,1140000,350000,460000
Mali,2010,25970000,0,740000,1620000,1250000,380000,470000
Mali,2011,26470000,0,750000,1920000,1280000,460000,490000
Mali,2012,27220000,0,760000,1960000,1200000,530000,500000
Mali,2013,28070000,0,800000,1470000,1769999.99,780000,519999.97
Mali,2014,28760000,0,820000,1110000,2130000,970000,540000
Mali,2015,29780000,0,890000,1240000,2190000,1080000,550000
Mali,2016,32950000,0,840000,2640000,1620000,1530000,570000
Mali,2017,33349998,0,870000,2760000,2260000,1380000,590000
Mali,2018,34280000,0,910000,2770000,2480000,1610000,610000
Mali,2019,35860000,0,930000,3470000,2160000,1910000,620000
Mali,2020,37580000,0,970000,4070000.2,2010000,2060000,640000
Mali,2021,38500000,0,1000000,4200000,2120000,2180000,660000
Mauritius,2008,129999.99,80000,160000,860000,3550000,670000,1640000
Mauritius,2009,129999.99,80000,170000,890000,3410000,610000,1660000
Mauritius,2010,129999.99,80000,170000,940000,3730000,619999.98,1690000
Mauritius,2011,140000,10000,170000,950000,3910000,620000,1720000
Mauritius,2012,160000,10000,170000,980000,3850000,640000,1750000
Mauritius,2013,140000,10000,180000,1000000,3980000,650000,1780000
Mauritius,2014,160000,10000,190000,1020000,4150000,680000,1810000
Mauritius,2015,140000,10000,190000,1060000,4160000,710000,1850000
Mauritius,2016,150000,0,200000,1120000,4420000,740000,1870000
Mauritius,2017,150000,0,190000,1150000,5000000,780000,1890000
Mauritius,2018,140000,0,200000,1170000,5300000,820000,1920000
Mauritius,2019,140000,0,210000,1230000,5440000,860000,1940000
Mauritius,2020,129999.99,0,200000,1039999.94,4580000,880000,1970000
Mauritius,2021,140000,0,210000,1060000,4570000,900000,1990000
Mexico,2008,87500000,0,26520000,155740000,262460000,96770002,28530000
Mexico,2009,88940000,0,25460000,152190000,263790000,84439998,29560000
Mexico,2010,89720000,0,26070000,155150000,265540000,94790000,30970000
Mexico,2011,93000000,16510000,25730000,156250000,274080000,102400000,32800000
Mexico,2012,90340000,14980000,26010000,157110000,288830000,96610000,32890000
Mexico,2013,92290000,16629999,25040000,155200000,277220000,101060004,26290000
Mexico,2014,92640000,14080000,25220000,155790000,268590000,95700000,35260000
Mexico,2015,91980000,15070000,24890000,155090000,268620000,104220000,44220000
Mexico,2016,95500000,15900000,24080000,160630000,270950000,101430000,45070000
Mexico,2017,96720000,16660000,23830000,155990000,263390000,108740000,45910000
Mexico,2018,96740000,15470000,23180000,151880000,255820000,91560000,46760000
Mexico,2019,97620000,17260000,22440000,154730000,255670000,97510000,47600000
Mexico,2020,99270000,16860000,26390000,110430000,227240000,93130000,48440000
Mexico,2021,99280000,16040001,26510000,108570000,262740000,86530000,49250000
Moldova,2008,1580000,0,1130000,1640000,4760000,1620000,1770000
Moldova,2009,1460000,0,1220000,1550000,4680000,1070000,1840000
Moldova,2010,1540000,0,1510000,1780000,4590000,1460000,1860000
Moldova,2011,1610000,0,1480000,1910000,4420000,1609999.94,1860000
Moldova,2012,1530000,0,1480000,1680000,4450000,1650000,1850000
Moldova,2013,1580000,0,1430000,1760000,3740000,1420000,1850000
Moldova,2014,1640000,0,1340000,1830000,4250000,1500000,1840000
Moldova,2015,1540000,0,1300000,1990000,4620000,1350000,1830000
Moldova,2016,1630000,170000,1340000,2089999.9,4650000,1340000,1830000
Moldova,2017,1670000,170000,1470000,2110000,4210000,1610000,1830000
Moldova,2018,1740000,170000,1480000,2150000,4500000,1780000,1830000
Moldova,2019,1570000,190000,1530000,2210000,4600000,1870000,1820000
Moldova,2020,1460000,190000,1460000,2060000,4750000,1500000,1820000
Moldova,2021,1540000,190000,1650000,2280000,5199999.99,1550000,1820000
Mongolia,2008,20450000,23590000,780000,1700000,9540000,1820000,210000
Mongolia,2009,20620000,23710000,1670000,1550000,9840000.5,1590000,210000
Mongolia,2010,17150000,23610000,1680000,1520000,10330000,1880000,210000
Mongolia,2011,19180000,22760000,1610000,1810000,11390000,2250000,220000
Mongolia,2012,20990000,22740000,1510000,2069999.9,12380000,2689999.98,220000
Mongolia,2013,22050000,22750000,1850000,2020000,13790000,2450000,230000
Mongolia,2014,24730000,22760000,1370000,2089999.9,14250000,2220000,230000
Mongolia,2015,26750000,22790000,1230000,2110000,14090000,1830000,240000
Mongolia,2016,28270000,22570000,1790000,1850000,14700000,1820000,240000
Mongolia,2017,29720000,22530000,1630000,2220000,15430000,2299999.97,240000
Mongolia,2018,29610000,22500000,1840000,2290000,16850000,2630000,250000
Mongolia,2019,31550000,22440000,1290000,2880000,17790000,3280000,250000
Mongolia,2020,30480000,22450000,1420000,2940000,15760000,3070000,250000
Mongolia,2021,31040000,22450000,1520000,2840000,17690000,3160000,259999.98
Montenegro,2008,490000,0,80000,620000,1700000,1369999.97,270000
Montenegro,2009,470000,0,90000,640000,1000000,939999.98,270000
Montenegro,2010,450000,0,100000,710000,1970000,660000,270000
Montenegro,2011,410000,40000,80000,660000,2010000,590000,270000
Montenegro,2012,430000,40000,80000,630000,1840000,550000,270000
Montenegro,2013,420000,30000,80000,510000,1810000,580000,270000
Montenegro,2014,430000,40000,100000,500000,1750000,500000,280000
Montenegro,2015,440000,40000,110000,570000,1830000,450000,280000
Montenegro,2016,430000,30000,120000,670000,1520000,450000,280000
Montenegro,2017,430000,50000,110000,720000,1550000,490000,280000
Montenegro,2018,410000,30000,100000,780000,1750000,490000,280000
Montenegro,2019,390000,20000,100000,820000,1790000,510000,290000
Montenegro,2020,380000,20000,100000,700000,1800000,500000,290000
Montenegro,2021,370000,20000,110000,910000,1620000,540000,290000
Morocco,2008,13220000,0,5660000,12500000,20730000,13390000,4159999.8
Morocco,2009,13080000,0,5680000,13220000,19970000,13150000,4230000
Morocco,2010,13410000,0,5860000,13910000,22130000,13370000,4290000
Morocco,2011,14090000,0,6100000,14720000,24490000,14200000,4360000
Morocco,2012,13640000,0,6460000,14940000,25020000,15090000,4420000
Morocco,2013,14550000,0,6610000,15500000,23830000,15250000,4490000
Morocco,2014,14550000,0,6900000,15700000,26570000,13300000,4550000
Morocco,2015,14950000,0,7040000,16690001,27460000,13150000,4620000
Morocco,2016,13730000,0,7350000,17370000,26970000,12580000,4680000
Morocco,2017,15160000,0,7540000,18020000,28110000,13480000,4740000
Morocco,2018,15180000,0,7680000,18520000,29160000,13280000,4810000
Morocco,2019,14910000,0,8029999.5,19320000,35000000,13200000,4870000
Morocco,2020,14940000,0,8300000,16960000,32610000,11800000,4940000
Morocco,2021,15660000,0,8420000,19000000,35100000,13390000,5000000
Mozambique,2008,19480000,72410000,1500000,1400000,860000,1300000,3000000
Mozambique,2009,17070000,69490000,1420000,1570000,910000,1340000,3090000
Mozambique,2010,18920000,77290000,1310000,1740000,940000,1350000,3170000
Mozambique,2011,17350000,68380000,1470000,2110000,1450000,1560000,3270000
Mozambique,2012,18080000,72120000,1500000,2430000,2270000,1610000,3370000
Mozambique,2013,18870000,72190000,1550000,2630000,2799999.98,1850000,3470000
Mozambique,2014,18900000,71170000,1590000,3090000,2990000,2020000,3570000
Mozambique,2015,17700000,69350000,1640000,3210000,3640000,1970000,3670000
Mozambique,2016,16650000,79380000,1680000,3540000,4529999.99,2460000,3780000
Mozambique,2017,16160000,77540000,1690000,3350000,5820000,2540000,3890000
Mozambique,2018,18610000,78100000,1710000,3320000,6450000,2660000,4000000
Mozambique,2019,17850000,73430000,1740000,3670000,5420000,2890000,4110000.2
Mozambique,2020,17630000,71970000,1770000,3350000,4490000,2750000,4220000
Mozambique,2021,17870000,72730000,1850000,4260000,5310000,2950000,4340000
Myanmar,2008,69630000,128789990,3620000,2180000,3870000,2259999.98,4530000
Myanmar,2009,70960000,138840000,3640000,2280000,3150000,2309999.98,4610000
Myanmar,2010,72300000,142220000,3580000,2400000,3550000,2570000,4700000
Myanmar,2011,70950000,112290000,3580000,2450000,3980000,2660000,4760000
Myanmar,2012,71260000,117650000,3600000,3160000,5280000,4030000,4820000
Myanmar,2013,72680000,116850000,3620000,3670000,6039999.99,4440000.2,4870000
Myanmar,2014,74600000,119010000,3650000,4150000,8040000,5470000,4930000
Myanmar,2015,75920000,121760000,3660000,4530000,9340000,5800000,4990000
Myanmar,2016,77450000,109980000,4660000,4640000,12120000,4920000,5040000
Myanmar,2017,82450000,108690000,5200000,6210000,15240000,10390000,5100000
Myanmar,2018,60390000,110530000,5160000,6390000,14790000,10260000,5150000
Myanmar,2019,60500000,109740000,5170000,6650000,14830000,10940000,5200000
Myanmar,2020,61710000,117980000,5090000,6150000,15300000,10770000,5260000
Myanmar,2021,59370000,112660000,4930000,5200000,14740000,9730000,5310000
Namibia,2008,6810000,10560000,80000,1570000,1260000,320000,410000
Namibia,2009,9780000,10560000,80000,1740000,1180000,330000,420000
Namibia,2010,9000000,10560000,70000,1820000,1180000,350000,430000
Namibia,2011,14030000,10560000,70000,1850000,1200000,540000,440000
Namibia,2012,15390000,10560000,70000,1810000,1350000,649999.98,450000
Namibia,2013,7850000,10560000,70000,1920000,1460000,740000,470000
Namibia,2014,6880000,10560000,70000,2030000,1460000,800000,480000
Namibia,2015,6740000,10560000,70000,2120000,1560000,860000,490000
Namibia,2016,7280000,10560000,70000,2120000,1640000,819999.97,500000
Namibia,2017,7320000,10560000,70000,2089999.9,1590000,980000,510000
Namibia,2018,6510000,10560000,70000,2120000,1550000,1090000,530000
Namibia,2019,5540000,10560000,70000,2100000,1560000,1150000,540000
Namibia,2020,8850000,10560000,70000,1920000,1400000,1100000,550000
Namibia,2021,9180000,10560000,70000,1970000,1410000,1150000,560000
Nepal,2008,22090000,0,3540000,1370000,449999.98,900000,830000
Nepal,2009,22760000,0,3620000,1790000,570000,1260000,850000
Nepal,2010,23040000,0,3690000,1980000,620000,1790000,870000
Nepal,2011,23640000,3120000,3820000,2000000,630000,2290000,880000
Nepal,2012,24110000,3590000,3500000,1700000,580000,3340000,900000
Nepal,2013,24280000,3660000,3870000,1920000,630000,3170000,910000
Nepal,2014,24610000,3630000,4030000.2,2180000,720000,3870000,930000
Nepal,2015,24450000,2620000,3960000,1850000,510000,4330000,940000
Nepal,2016,24650000,5290000,4350000,3110000,930000,6030000,950000
Nepal,2017,25160000,3090000,4610000,3830000,1030000,7490000,970000
Nepal,2018,25530000,2890000,4790000,4120000,1020000,8690000,980000
Nepal,2019,25860000,3910000,4860000,2550000,940000,8860000,990000
Nepal,2020,26050000,2600000,5040000,4060000,819999.99,10330000,1010000
Nepal,2021,26150000,3900000,5240000,4480000,990000,9890000,1020000
Netherlands,2008,19290000,6410000,29030000,35840000,144080000,26270000,5060000
Netherlands,2009,19400000,6410000,29150000,34320000,135420000,25050000.2,4800000
Netherlands,2010,19450000,6410000,33640000,34910000,137110000,26430000,4470000
Netherlands,2011,19190000,6660000,26510000,35020000,136450000,25320000,4190000
Netherlands,2012,19200000,6660000,28740000,33520000,129200000,26060000,3960000
Netherlands,2013,19420000,6660000,29930000,31940000,127540000,25280000,3760000
Netherlands,2014,19970000,6660000,22860000,29180000,129740000,24920000,3520000
Netherlands,2015,20750000,6660000,24460000,29600000,135180000,25270000,3320000
Netherlands,2016,20680000,6660000,25080000,29750000,131240000,27110000,3130000
Netherlands,2017,19760000,6660000,24580000,30620000,127060000,27560000,3010000
Netherlands,2018,18540000,6660000,24360000,30690000,122260000,26730000,2880000
Netherlands,2019,18690000,6630000,23340000,30280000,119530000,25520000,2760000
Netherlands,2020,18470000,6640000,21910000,25690000,105040000,25210000,2630000
Netherlands,2021,18250000,6640000,24460000,25860000,106470000,25000000,2550000
New Zealand,2008,41910000,0,1360000,14260000,17460000,7400000,4280000
New Zealand,2009,42050000,0,1420000,13980000,14980000,6990000,4230000
New Zealand,2010,42260000,0,1480000,13970000,14710000,7360000,4130000
New Zealand,2011,42470000,0,1450000,14000000,14239999.5,7200000,4040000
New Zealand,2012,43120000,0,1520000,13900000,16010000,7480000,3990000
New Zealand,2013,42980000,0,1480000,14050000,14839999.5,8390000,3930000
New Zealand,2014,43520000,0,1550000,14180000,13830000,9190000,3900000
New Zealand,2015,42510000,0,1600000,14770000,13910000,9030000,3860000
New Zealand,2016,42490000,0,1600000,15080000,13210000,8810000,3840000
New Zealand,2017,42300000,0,1680000,16059999,14350000,8720000,3860000
New Zealand,2018,42190000,0,1520000,16420000,13780000,8720000,3890000
New Zealand,2019,41890000,0,1680000,16590000,14440000,9150000,3920000
New Zealand,2020,41530000,0,1850000,14170000,11760000,8550000,3940000
New Zealand,2021,41360000,0,1860000,14990000,10610000,8360000,3970000
Nicaragua,2008,8160000,23650000,710000,1550000,1840000,1110000,900000
Nicaragua,2009,8290000,23630000,730000,1520000,1940000,930000,920000
Nicaragua,2010,8460000,23700000,740000,1580000,1920000,1019999.97,930000
Nicaragua,2011,9300000,11010000,770000,1650000,2030000,1110000,950000
Nicaragua,2012,9700000,10980000,800000,1740000,1860000,1140000,960000
Nicaragua,2013,10040000,11070000,830000,1750000,1630000,1169999.97,980000
Nicaragua,2014,10610000,11090000,850000,1930000,1680000,1250000,990000
Nicaragua,2015,11010000,11020000,910000,2180000,1850000,1360000,1010000
Nicaragua,2016,11110000,19620000,950000,2250000,1820000,1460000,1030000
Nicaragua,2017,11010000,19510000,990000,2390000,1670000,1520000,1039999.94
Nicaragua,2018,11300000,19590000,960000,2130000,1590000,1490000,1060000
Nicaragua,2019,11700000,19610000,970000,2210000,1660000,1490000,1070000
Nicaragua,2020,12120000,19700000,1000000,2220000,1060000,1420000,1090000
Nicaragua,2021,12140000,19500000,1050000,2480000,1200000,1490000,1100000
Niger,2008,20680000,1230000,580000,510000,260000,320000,4340000
Niger,2009,21540000,1230000,600000,670000,280000,390000,4540000
Niger,2010,21110000,1230000,620000,820000,370000,460000,4750000
Niger,2011,21890000,1230000,510000,790000,490000,530000,4970000
Niger,2012,23050000,1230000,630000,1070000,610000,670000,5190000
Niger,2013,24160000,1230000,770000,1130000,910000,660000,5420000
Niger,2014,25380000,1230000,800000,1200000,1000000,740000,5640000
Niger,2015,26380000,1230000,840000,1240000,979999.99,710000,5860000
Niger,2016,27750000,1240000,870000,1110000,1130000,700000,6130000
Niger,2017,29030000,1240000,930000,980000,979999.99,790000,6390000
Niger,2018,30490000,1240000,990000,1060000,990000,830000,6660000
Niger,2019,31850000,1240000,1030000,1200000,1030000,930000,6920000
Niger,2020,33460000,1240000,1130000,1160000,1029999.98,1000000,7180000
Niger,2021,34940000,1240000,1270000,1290000,1159999.99,1130000,7500000
Nigeria,2008,58150000,46320000,31700000,26190000,126770000,17100000,10830000
Nigeria,2009,56110000,46140000,31770000,24540000,119460000,14740000,11120000
Nigeria,2010,60500000,46210000,32700000,30690000,134110000.2,15490000,11420000
Nigeria,2011,64449996,46210000,34280000,32790000,128110000,22710000,11740000
Nigeria,2012,67420000,46220000,34850000,36350000,121330000,25590000,12060000
Nigeria,2013,68920000,46430000,35480000,46270000,117650000,29920000,12380000
Nigeria,2014,70150000,46250000,36460000,50730000,118500000,31560000,12710000
Nigeria,2015,70530000,46170000,37120000,46140000,113720000,33370000,13030000
Nigeria,2016,76490000,46310000,37830000,52830000,102870000,35240000,13380000
Nigeria,2017,78690000,46190000,38520000,52880000,103230000,34190000,13740000
Nigeria,2018,78090000,46060000,39510000,56670000,103780000,37990000,14100000
Nigeria,2019,79810000,46250000,40780000,60640000,106900000,39940000,14450000
Nigeria,2020,79570000,46920000,42450000,52080000,99980000,41510000,14810000
Nigeria,2021,80290000,46310000,43520000,58980000,93500004,45150000,15200000
Niue,2008,0,0,0,0,0,0,0
Niue,2009,0,0,0,0,0,0,0
Niue,2010,0,0,0,0,0,0,0
Niue,2011,0,0,0,0,0,0,0
Niue,2012,0,0,0,0,0,0,0
Niue,2013,0,0,0,0,0,0,0
Niue,2014,0,0,0,0,0,0,0
Niue,2015,0,0,0,0,0,0,0
Niue,2016,0,0,0,0,0,0,0
Niue,2017,0,0,0,0,0,0,0
Niue,2018,0,0,0,0,0,0,0
Niue,2019,0,0,0,0,0,0,0
Niue,2020,0,0,0,0,0,0,0
Niue,2021,0,0,0,0,0,0,0
North America,2008,571250000,0,674150000,2126109800,3828620020,907819970,220850000
North America,2009,573610000,0,666120000,2032050000,3564050000,795040000,219280000
North America,2010,578420000,0,657130000,2100449900,3730150000,885650000,221040020
North America,2011,584090050,0,638650000,2055139800,3643369980,881280000,214180000
North America,2012,579900000,0,571210050,2019329900,3522139980,876269970,215420000
North America,2013,580730050,0,642520000,2072330100,3550830180,875050000,205370000
North America,2014,580200000,0,664190000,2065810000,3576570170,878909950,214110000
North America,2015,579580000,0,626720000,2131400000,3448849910,890090000,222879980
North America,2016,593419970,0,606990000,2150290000,3344940000,896630000,220020000
North America,2017,593810000,0,612360000,2163139800,3284380000,903980000,222640000
North America,2018,603020000,0,671160000,2205399800,3358330030,917110000,225340020
North America,2019,600110000,0,670100030,2202930000,3268190000,915429990,228000000
North America,2020,607250000,0,629290050,1864459900,2896110000,904000050,230660000
North America,2021,601970000,0,641270000,2039360000,3060639996,920200020,233450000
North Korea,2008,5820000,1830000,120000,1250000,35200000,49050000,1410000
North Korea,2009,6010000,2040000,140000,1350000,36930000,45220000,1410000
North Korea,2010,6180000,1770000,140000,1360000,36190000,44260000,1420000
North Korea,2011,6460000,3390000,140000,1370000,29650000,32450000,1430000
North Korea,2012,6220000,3290000,140000,1350000,29770000,31430000,1440000
North Korea,2013,6120000,3290000,160000,1480000,27580000,22700000,1450000
North Korea,2014,5860000,3660000,150000,1370000,29070000,25360000,1460000
North Korea,2015,5480000,3360000,150000,1440000,27560000,18120000,1470000
North Korea,2016,5730000,3350000,150000,1480000,30360000.2,18540000,1480000
North Korea,2017,5700000,3380000,8340000,5460000,32420000,42840000,1490000
North Korea,2018,6010000,3450000,7210000,4900000,32400000,37470000,1490000
North Korea,2019,5400000,3450000,8210000,5430000,34010000,41870000,1500000
North Korea,2020,5130000,3360000,7870000,5250000,31870000,40530000,1510000
North Korea,2021,5030000,3360000,6390000,4450000,28700000,34410000,1520000
North Macedonia,2008,1380000,0,370000,1230000,6480000,1590000,1030000
North Macedonia,2009,1310000,0,490000,1320000,6190000,1040000,1030000
North Macedonia,2010,1370000,0,470000,1390000,5680000,1320000,1050000
North Macedonia,2011,1390000,0,390000,1450000,6310000,1520000,1070000
North Macedonia,2012,1300000,10000,420000,1390000,6080000,1450000,1100000
North Macedonia,2013,1310000,0,310000,1580000,5160000,1340000,1130000
North Macedonia,2014,1330000,0,300000,1650000,4820000,1210000,1160000
North Macedonia,2015,1350000,0,320000,1830000,4360000.18,1130000,1190000
North Macedonia,2016,1390000,0,330000,2100000,3949999.98,1099999.94,1220000
North Macedonia,2017,1380000,0,330000,2180000,4519999.78,940000,1240000
North Macedonia,2018,1340000,0,300000,2180000,3999999.98,1000000,1270000
North Macedonia,2019,1190000,0,290000,2350000,4710000,1130000,1290000
North Macedonia,2020,1210000,0,259999.98,1990000,3900000,1130000,1320000
North Macedonia,2021,1060000,10000,250000,2300000,3610000,1190000,1340000
Norway,2008,5330000,0,1490000,14230000,20080000,9860000,1450000
Norway,2009,5190000,0,1590000,13930000,21280000,8000000,1470000
Norway,2010,5160000,0,2030000,15330000,20490000,9200000,1450000
Norway,2011,5190000,0,1650000,15290000,19720000,9290000,1440000
Norway,2012,5170000,0,1600000,15420000,19580000,9200000,1390000
Norway,2013,5160000,0,1560000,15290000,20370000,9330000,1360000
Norway,2014,5170000,0,1410000,15590000,20140000,9150000,1320000
Norway,2015,5250000,0,1370000,15550000,21180000,8940000,1250000
Norway,2016,5310000,0,1590000,15100000,20670000,9030000,1190000
Norway,2017,5310000,0,1490000,14320000,21140000,9360000,1140000
Norway,2018,5280000,0,1470000,14280000,20750000,9490000,1090000
Norway,2019,5260000,0,1340000,13950000,20010000,9420000,1039999.94
Norway,2020,5260000,0,1180000,13140000,18190000,9650000,980000
Norway,2021,5300000,0,1170000,13650000,17790000,9860000,950000
Oceania,2008,178730000,32919998,14000000,104190000,317390004,69430000,23670000
Oceania,2009,186550000,35750000,14720000,103600000,324360001,66060000,23650000
Oceania,2010,162420000,32860000,14930000,106480000,333559980.5,63250002,23970000
Oceania,2011,264650000,0,15339999,108820000,324349995.5,65880000,23360000
Oceania,2012,265709980,0,15660000,109600000,327930000,67870002,21760000
Oceania,2013,185710000,0,15920000,111410000,322760000,68339996,21000000
Oceania,2014,208000000,0,16490000,111920000,318750020.5,69650000,21230000
Oceania,2015,198430000,0,16810000,112470000,329159996,66980000,20650000
Oceania,2016,166380000,70590000,15740000,114190000,335100000,67650004,21320000
Oceania,2017,209300000,69920000,16070000,116890000,339389980,66889996,21540000
Oceania,2018,207019980,70940000,15799999,119700000,334959980,68440002,21780000
Oceania,2019,174060020,88960000,15780000,119689990,340079999.5,68599998,22010000
Oceania,2020,149230000,80340000,16290001,110219990,324409969.5,66930000,22230000
Oceania,2021,166820000,69820000,16330000,108340000,303880000.5,67820002,22470002
Oman,2008,1220000,0,730000,7540000,41730000,11140000,670000
Oman,2009,1230000,0,2020000,7660000,42560000,10710000.5,690000
Oman,2010,1280000,0,4720000,8490000,44110000,10849999.5,710000
Oman,2011,1300000,0,7180000,9840000,44180000,12580000,770000
Oman,2012,1330000,0,9510000,11160000,48260000,13860000,830000
Oman,2013,1610000,0,9820000,12290000,50470000,14190000,890000
Oman,2014,1610000,0,9820000,12900000,53110000,15600000,950000
Oman,2015,1650000,0,11310000,13600000,54690000,16470000,1010000
Oman,2016,1680000,20000,11690000,12780000,57900000,18460000,1039999.94
Oman,2017,1710000,20000,10810000,12670000,56210000,18259999.8,1060000
Oman,2018,1750000,20000,15040000,12500000,61050000,18330000,1090000
Oman,2019,1780000,20000,16049999,12450000,57400000,18870000,1110000
Oman,2020,1820000,20000,14720000,10350000,56310000,17780000,1140000
Oman,2021,1860000,20000,16570000,10710000,60570000,19010000,1160000
Pakistan,2008,143010000,7070000,24610000,33070000,58420000,52370000,7650000
Pakistan,2009,149650000,7070000,25000000,33640000,61249999.98,54350000,7810000
Pakistan,2010,147690000,7070000,25770000,34360000,56930000,52520000,7960000
Pakistan,2011,154330000,5450000,27430000,36020000,55470000,52650000,8120000
Pakistan,2012,154980000,5460000,29430000,36830000,57320000,51270000,8279999.5
Pakistan,2013,162910000,5450000,28570000,37680000,62010000,50419999,8430000
Pakistan,2014,166910000,5450000,29430000,40190000,61900000,55970000,8590000
Pakistan,2015,170680000,5450000,30000000,45350000,62070000,60640000,8750000
Pakistan,2016,176750000,7000000,31270000,50570000,66160000,68800000,8910000
Pakistan,2017,184410000,7000000,31440000,55410000,71480000,77210000,9070000
Pakistan,2018,188790000,7000000,32599998,50810000,63340000,80140000,9230000
Pakistan,2019,195220000,7000000,33450000,47260000,70000000,73860000,9390000
Pakistan,2020,201970000,7000000,32890000,54330000,69600000,92560000,9550000
Pakistan,2021,208560000,7000000,34080000,57540000,74350000,98160000,9710000
Panama,2008,3570000,4240000,450000,3220000,13130000,2350000,1720000
Panama,2009,3630000,4260000,540000,3510000,11980000,2800000,1790000
Panama,2010,3660000,4230000,570000,3650000,13490000,2860000,1860000
Panama,2011,3780000,4230000,519999.97,3770000,15030000,3300000,1940000
Panama,2012,3850000,4240000,519999.97,3810000,14980000,4090000,2020000
Panama,2013,3870000,4230000,570000,3800000,14730000,4180000,2089999.9
Panama,2014,3630000,4230000,690000,4050000.2,14780000,4190000,2170000
Panama,2015,3500000,4240000,570000,4470000,16480000,3960000,2250000
Panama,2016,3470000,4260000,600000,4830000,17490000,3720000,2340000
Panama,2017,3420000,4230000,630000,4990000,18889999.9,3710000,2420000
Panama,2018,3520000,4230000,690000,4940000,18620001,3680000,2500000
Panama,2019,3440000,4250000,780000,5240000,24050000,3680000,2590000
Panama,2020,3510000,4230000,770000,3770000,14500000,2930000,2670000
Panama,2021,3560000,4230000,790000,5050000,14870000,3130000,2750000
Papua New Guinea,2008,2410000,25110000,70000,1060000,4100000,1470000,3700000
